Symbol,Name,Sector,industry,Exchange
ICD,"Independence Contract Drilling, Inc.",Energy,Oil & Gas Production,NYSE
ICE,Intercontinental Exchange Inc.,Finance,Investment Bankers/Brokers/Service,NYSE
ICFI,"ICF International, Inc.",Consumer Services,Professional Services,NASDAQ
ICHR,Ichor Holdings,Technology,Semiconductors,NASDAQ
ICL,Israel Chemicals Shs,Basic Industries,Agricultural Chemicals,NYSE
ICLK,iClick Interactive Asia Group Limited,Technology,Computer Software: Prepackaged Software,NASDAQ
ICLR,ICON plc,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
ICON,"Iconix Brand Group, Inc.",Consumer Non-Durables,Shoe Manufacturing,NASDAQ
ICPT,"Intercept Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ICUI,"ICU Medical, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
IDA,"IDACORP, Inc.",Public Utilities,Electric Utilities: Central,NYSE
IDCC,"InterDigital, Inc.",Miscellaneous,Multi-Sector Companies,NASDAQ
IDEX,"Ideanomics, Inc.",Consumer Services,Television Services,NASDAQ
IDN,"Intellicheck, Inc.",Technology,Computer Software: Prepackaged Software,AMEX
IDRA,"Idera Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
IDSA,"Industrial Services of America, Inc.",Consumer Durables,Industrial Specialties,NASDAQ
IDSY,"I.D. Systems, Inc.",Capital Goods,Telecommunications Equipment,NASDAQ
IDT,IDT Corporation,Public Utilities,Telecommunications Equipment,NYSE
IDXG,"Interpace Diagnostics Group, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
IDXX,"IDEXX Laboratories, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
IDYA,"IDEAYA Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
IEA,"Infrastructure and Energy Alternatives, Inc.",Finance,Business Services,NASDAQ
IEAWW,"Infrastructure and Energy Alternatives, Inc.",Finance,Business Services,NASDAQ
IEC,IEC Electronics Corp.,Technology,Electrical Products,AMEX
IEP,Icahn Enterprises L.P.,Capital Goods,Auto Parts:O.E.M.,NASDAQ
IESC,"IES Holdings, Inc.",Capital Goods,Engineering & Construction,NASDAQ
IEX,IDEX Corporation,Capital Goods,Fluid Controls,NYSE
IFF,"International Flavors & Fragrances, Inc.",Basic Industries,Major Chemicals,NYSE
IFFT,"International Flavors & Fragrances, Inc.",Basic Industries,Major Chemicals,NYSE
IFMK,iFresh Inc.,Consumer Services,Food Chains,NASDAQ
IGC,India Globalization Capital Inc.,Technology,Electronic Components,AMEX
IGLD,Internet Gold Golden Lines Ltd.,Public Utilities,Telecommunications Equipment,NASDAQ
IGT,International Game Technology,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
IHC,Independence Holding Company,Finance,Life Insurance,NYSE
IHG,Intercontinental Hotels Group,Consumer Services,Hotels/Resorts,NYSE
IHT,InnSuites Hospitality Trust,Consumer Services,Real Estate Investment Trusts,AMEX
III,"Information Services Group, Inc.",Consumer Services,Professional Services,NASDAQ
IIIN,"Insteel Industries, Inc.",Capital Goods,Steel/Iron Ore,NASDAQ
IIIV,"i3 Verticals, Inc.",Miscellaneous,Business Services,NASDAQ
IIN,IntriCon Corporation,Capital Goods,Electrical Products,NASDAQ
IIPR,"Innovative Industrial Properties, Inc.",Finance,Real Estate,NYSE
IIVI,II-VI Incorporated,Capital Goods,Electronic Components,NASDAQ
IKNX,Ikonics Corporation,Miscellaneous,Industrial Machinery/Components,NASDAQ
ILMN,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
ILPT,Industrial Logistics Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ
IMAC,"IMAC Holdings, Inc.",Health Care,Medical Specialities,NASDAQ
IMACW,"IMAC Holdings, Inc.",Health Care,Medical Specialities,NASDAQ
IMAX,Imax Corporation,Miscellaneous,Industrial Machinery/Components,NYSE
IMGN,"ImmunoGen, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
IMH,"Impac Mortgage Holdings, Inc.",Consumer Services,Real Estate Investment Trusts,AMEX
IMI,"Intermolecular, Inc.",Technology,Semiconductors,NASDAQ
IMKTA,"Ingles Markets, Incorporated",Consumer Services,Food Chains,NASDAQ
IMMP,Immutep Limited,Health Care,Major Pharmaceuticals,NASDAQ
IMMR,Immersion Corporation,Technology,Computer peripheral equipment,NASDAQ
IMMU,"Immunomedics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
IMO,Imperial Oil Limited,Energy,Integrated oil Companies,AMEX
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Semiconductors,NASDAQ
IMRN,Immuron Limited,Health Care,Major Pharmaceuticals,NASDAQ
IMRNW,Immuron Limited,Health Care,Major Pharmaceuticals,NASDAQ
IMTE,Integrated Media Technology Limited,Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ
IMUX,"Immunic, Inc. ",Health Care,Major Pharmaceuticals,NASDAQ
IMV,IMV Inc.,Health Care,Major Pharmaceuticals,NASDAQ
IMXI,"International Money Express, Inc.",Miscellaneous,Business Services,NASDAQ
INAP,Internap Corporation,Technology,"Computer Software: Programming, Data Processing",NASDAQ
INBK,First Internet Bancorp,Finance,Major Banks,NASDAQ
INBKL,First Internet Bancorp,Finance,Major Banks,NASDAQ
INCY,Incyte Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
INDB,Independent Bank Corp.,Finance,Major Banks,NASDAQ
INFI,"Infinity Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
INFN,Infinera Corporation,Public Utilities,Telecommunications Equipment,NASDAQ
INFO,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing",NASDAQ
INFU,"InfuSystems Holdings, Inc.",Health Care,Medical/Dental Instruments,AMEX
INFY,Infosys Limited,Technology,EDP Services,NYSE
ING,"ING Group, N.V.",Finance,Commercial Banks,NYSE
INGN,"Inogen, Inc",Health Care,Industrial Specialties,NASDAQ
INGR,Ingredion Incorporated,Consumer Non-Durables,Packaged Foods,NYSE
INMB,INmune Bio Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
INN,"Summit Hotel Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
INNT,"Innovate Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
INO,"Inovio Pharmaceuticals, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
INOD,Innodata Inc.,Technology,EDP Services,NASDAQ
INOV,"Inovalon Holdings, Inc.",Technology,EDP Services,NASDAQ
